product_id;name;Slug;price;description;image_url;rating;margin;category;gender;discount_max
10048;Gini and Jony Boys Check White Shirt(10048);Topwear10048;2171;Gini and Jony Boys Check White Shirt;http://assets.myntassets.com/v1/images/style/properties/595e38f11b200d8fb980127d5c328ef4_images.jpg;1;20;Topwear;Boys;
10049;Jungle Book Boys Baby Blue Clothing Set(10049);Apparel Set10049;1145;Jungle Book Boys Baby Blue Clothing Set;http://assets.myntassets.com/v1/images/style/properties/a9801be9aa58ec30e6cfb2033794588a_images.jpg;4;20;Apparel Set;Boys;
10050;Disney Kids Boys Denim Mickey Surf Kidswear(10050);Bottomwear10050;891;Disney Kids Boys Denim Mickey Surf Kidswear;http://assets.myntassets.com/v1/images/style/properties/2b55b35074d1847bed5607f923575507_images.jpg;2;40;Bottomwear;Boys;
10051;Doodle Boys I am Handsome No1 Rust Kidswear(10051);Topwear10051;2398;Doodle Boys I am Handsome No1 Rust Kidswear;http://assets.myntassets.com/v1/images/style/properties/a19291631cb12acf95943a5e99f270dd_images.jpg;4;20;Topwear;Boys;
10052;Fabindia Boys Red & Beige Angarakha Dhoti Set(10052);Apparel Set10052;437;Fabindia Boys Red & Beige Angarakha Dhoti Set;http://assets.myntassets.com/v1/images/style/properties/736dfce68489f314c48d2da3bebfa301_images.jpg;1;20;Apparel Set;Boys;
10053;Doodle Boy Army  Green Shorts(10053);Bottomwear10053;999;Doodle Boy Army  Green Shorts;http://assets.myntassets.com/v1/images/style/properties/b9e9274cbb60758fc935f64d9dbc1bdc_images.jpg;3;40;Bottomwear;Boys;
10054;Disney Kids Boys Mickey Blue Denim Kidswear(10054);Bottomwear10054;459;Disney Kids Boys Mickey Blue Denim Kidswear;http://assets.myntassets.com/v1/images/style/properties/afec73c71df4c7f38b4ec3b8db63570f_images.jpg;3;40;Bottomwear;Boys;
10055;Gini and Jony Boys Rodeo Blue Jeans(10055);Bottomwear10055;905;Gini and Jony Boys Rodeo Blue Jeans;http://assets.myntassets.com/v1/images/style/properties/47f71e5d1c21d915f1068c93c7cffbd4_images.jpg;3;40;Bottomwear;Boys;
10056;Ant Kids Boys Black Dungree Kidswear(10056);Bottomwear10056;702;Ant Kids Boys Black Dungree Kidswear;http://assets.myntassets.com/v1/images/style/properties/67d47e3025839e8251180a921f946995_images.jpg;4;40;Bottomwear;Boys;
10057;Mr.Men Boys I Am Sleeping White Clothing Set(10057);Apparel Set10057;541;Mr.Men Boys I Am Sleeping White Clothing Set;http://assets.myntassets.com/v1/images/style/properties/d047e9939501d99cfdcc95d856f6d0ed_images.jpg;4;20;Apparel Set;Boys;
10058;Gini and Jony Boys Blue Jeans(10058);Bottomwear10058;662;Gini and Jony Boys Blue Jeans;http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Boys-Blue-Jeans_e24d754117cb8671784fdd384f79cb57_images.jpg;3;40;Bottomwear;Boys;
10059;Puma Men Future Cat Remix SF Black Casual Shoes(10059);Shoes10059;4203;Puma Men Future Cat Remix SF Black Casual Shoes;http://assets.myntassets.com/v1/images/style/properties/051d64772f1b38ff476fbf0a807f365a_images.jpg;4;50;Shoes;Men;
10060;ADIDAS Men Spry M Black Sandals(10060);Sandal10060;623;ADIDAS Men Spry M Black Sandals;http://assets.myntassets.com/v1/images/style/properties/c5a22e9ccf9b10e0a89ffbbf3e386584_images.jpg;5;45;Sandal;Men;
10061;Nike Mens Incinerate MSL White Blue Shoe(10061);Shoes10061;1923;Nike Mens Incinerate MSL White Blue Shoe;http://assets.myntassets.com/v1/images/style/properties/4eff2353c62ec8b7bca9fbbaf5996bd2_images.jpg;3;50;Shoes;Men;
10062;Clarks Men Hang Work Leather Black Formal Shoes(10062);Shoes10062;7898;Clarks Men Hang Work Leather Black Formal Shoes;http://assets.myntassets.com/v1/images/style/properties/2976e4095e7b3ae2de99df54d2adeaaa_images.jpg;3;50;Shoes;Men;
10063;Arrow Men Black Formal Shoes(10063);Shoes10063;5873;Arrow Men Black Formal Shoes;http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Black-Formal-Shoes_70a3c7c185338a5636c8c0e668829bb6_images.jpg;4;50;Shoes;Men;
10064;Timberland Men Black Casual Shoes(10064);Shoes10064;3222;Timberland Men Black Casual Shoes;http://assets.myntassets.com/v1/images/style/properties/70e74ca34b3b534b19d6b006d5bfad0a_images.jpg;1;50;Shoes;Men;
10065;Vans Men Classic Slip-On Purple & Black Shoes(10065);Shoes10065;6941;Vans Men Classic Slip-On Purple & Black Shoes;http://assets.myntassets.com/v1/images/style/properties/49f884ddf4420d869ad143857d3bc33d_images.jpg;4;50;Shoes;Men;
10066;ADIDAS Mens Lowell White Silver Shoe(10066);Shoes10066;2822;ADIDAS Mens Lowell White Silver Shoe;http://assets.myntassets.com/v1/images/style/properties/0707b75d2d44e9cec9d27c944294ddbe_images.jpg;1;50;Shoes;Men;
10067;Ganuchi Men Casual Black Sandals(10067);Sandal10067;1119;Ganuchi Men Casual Black Sandals;http://assets.myntassets.com/v1/images/style/properties/b23f1e70aec0102c360fb9dfdc476023_images.jpg;3;45;Sandal;Men;
10068;Lotto Men Ridge Brown Sandals(10068);Sandal10068;1140;Lotto Men Ridge Brown Sandals;http://assets.myntassets.com/v1/images/style/properties/42344fe581af7a4c62d2a39ceb57be24_images.jpg;2;45;Sandal;Men;
10069;Puma Men Fashion Cat White Slipper(10069);Sandal10069;300;Puma Men Fashion Cat White Slipper;http://assets.myntassets.com/v1/images/style/properties/c78acc78b83e4f2e014215d2a302f04b_images.jpg;4;45;Sandal;Men;
10070;Estd. 1977 Men Beige & Green Sandals(10070);Sandal10070;768;Estd. 1977 Men Beige & Green Sandals;http://assets.myntassets.com/v1/images/style/properties/7adfef9d7001cdcb9a58822c0c8b615f_images.jpg;5;45;Sandal;Men;
10071;Coolers Men Black Sandals(10071);Sandal10071;830;Coolers Men Black Sandals;http://assets.myntassets.com/v1/images/style/properties/5fdccf41dafc022f36adea9a7df6751c_images.jpg;4;45;Sandal;Men;
10072;Estd. 1977 Men Black Sandals(10072);Sandal10072;371;Estd. 1977 Men Black Sandals;http://assets.myntassets.com/v1/images/style/properties/2a07ce87fedfca8928f12f3ddf6b7632_images.jpg;2;45;Sandal;Men;
10073;Gas Men Eldorado Tan Casual  Sandals(10073);Sandal10073;343;Gas Men Eldorado Tan Casual  Sandals;http://assets.myntassets.com/v1/images/style/properties/465863ba7b810b5ef6c516fe91c77308_images.jpg;2;45;Sandal;Men;
10074;Lee Cooper Men Brown Casual Sandals(10074);Sandal10074;1015;Lee Cooper Men Brown Casual Sandals;http://assets.myntassets.com/v1/images/style/properties/99808c9bdfee6165a0cec81d0219c1a1_images.jpg;2;45;Sandal;Men;
10075;Puma Men Olive Techno Ind Sandal(10075);Sandal10075;1143;Puma Men Olive Techno Ind Sandal;http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Olive-Techno-Ind-Sandal_3e7aa0b204f4317a017dfbefe260700b_images.jpg;1;45;Sandal;Men;
10076;Reebok Men Navy Twist Sandals(10076);Sandal10076;436;Reebok Men Navy Twist Sandals;http://assets.myntassets.com/v1/images/style/properties/Reebok-Men-Blue-Twist-Sandals_9d151773708628e8efa686c33561b54a_images.jpg;1;45;Sandal;Men;
10077;Quiksilver Men Black Flip Flops(10077);Flip Flops10077;145;Quiksilver Men Black Flip Flops;http://assets.myntassets.com/v1/images/style/properties/d6ee15dc6f8243e59c6e05effce27873_images.jpg;1;40;Flip Flops;Men;
10078;Puma Men Jiff Black Flip Flops(10078);Flip Flops10078;201;Puma Men Jiff Black Flip Flops;http://assets.myntassets.com/v1/images/style/properties/fd5ec1e4e38ed0b81635af27cca0e585_images.jpg;5;40;Flip Flops;Men;
10079;Lotto Men Red Flip Flops(10079);Flip Flops10079;385;Lotto Men Red Flip Flops;http://assets.myntassets.com/v1/images/style/properties/Lotto-Men-Red-Flip-Flops_504feb7f72ee222980ee2e6e3526e80a_images.jpg;1;40;Flip Flops;Men;
10080;Reebok Mens Lazor Brown Flip Flop(10080);Flip Flops10080;287;Reebok Mens Lazor Brown Flip Flop;http://assets.myntassets.com/v1/images/style/properties/973dc13e58cef052ab4e9d1036c9081a_images.jpg;1;40;Flip Flops;Men;
10081;Puma Men Java Brown Flip Flops(10081);Flip Flops10081;520;Puma Men Java Brown Flip Flops;http://assets.myntassets.com/v1/images/style/properties/005203199ea23de3f97959be14c2533c_images.jpg;1;40;Flip Flops;Men;
10082;Quiksilver Men Brown Flip Flops(10082);Flip Flops10082;439;Quiksilver Men Brown Flip Flops;http://assets.myntassets.com/v1/images/style/properties/93422bef704ee5830c23f615bc89fa32_images.jpg;1;40;Flip Flops;Men;
10083;Carlton London Women Black & Gold Toned Flats(10083);Shoes10083;6946;Carlton London Women Black & Gold Toned Flats;http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-Black-Gladiator-Sandals_b8f695202ccc1889f65d57b4000a888f_images.jpg;2;50;Shoes;Women;
10084;Catwalk Women Leather Brown Flats(10084);Shoes10084;4732;Catwalk Women Leather Brown Flats;http://assets.myntassets.com/v1/images/style/properties/94a9deea53125663d9bbe61cb38b84b4_images.jpg;5;50;Shoes;Women;
10085;Rocia Women Black Flats(10085);Shoes10085;1960;Rocia Women Black Flats;http://assets.myntassets.com/v1/images/style/properties/8d6fd53f28e010658cdf5c14c43d0cb0_images.jpg;5;50;Shoes;Women;
10086;Catwalk Women Leather Flats(10086);Shoes10086;2572;Catwalk Women Leather Flats;http://assets.myntassets.com/v1/images/style/properties/4d90e05b9e99e203b3ce191439619bcb_images.jpg;1;50;Shoes;Women;
10087;Crocs Dora Boots Pink Sandals(10087);Sandal10087;1212;Crocs Dora Boots Pink Sandals;http://assets.myntassets.com/v1/images/style/properties/0be6693dafb4261645b22c6e9e7e67f4_images.jpg;4;45;Sandal;Women;
10088;Skechers Women Green Shoe(10088);Shoes10088;6832;Skechers Women Green Shoe;http://assets.myntassets.com/v1/images/style/properties/7de650b81e8fd8be54794b6f466f3b8e_images.jpg;2;50;Shoes;Women;
10089;Catwalk Women Brown Sandals(10089);Shoes10089;2684;Catwalk Women Brown Sandals;http://assets.myntassets.com/v1/images/style/properties/Catwalk-Women-Brown-Sandals_c094f60d90c695681a6b79cf241777fc_images.jpg;1;50;Shoes;Women;
10090;ADIDAS Women Lavender Hagkok Sports Shoes(10090);Shoes10090;6667;ADIDAS Women Lavender Hagkok Sports Shoes;http://assets.myntassets.com/v1/images/style/properties/97b4da7324d9f9b3a6f507333141faae_images.jpg;1;50;Shoes;Women;
10091;Nike Women Free Run Pink Sports Shoes(10091);Shoes10091;5045;Nike Women Free Run Pink Sports Shoes;http://assets.myntassets.com/v1/images/style/properties/5b0a6dd6aadd4d4ba230ff849b36481b_images.jpg;5;50;Shoes;Women;
10092;Inc 5 Women Brown Heels(10092);Shoes10092;2253;Inc 5 Women Brown Heels;http://assets.myntassets.com/v1/images/style/properties/be1fc833328c2708141568e2476abe81_images.jpg;4;50;Shoes;Women;
10093;Lotto Women XL Kelly Pink Slippers(10093);Flip Flops10093;488;Lotto Women XL Kelly Pink Slippers;http://assets.myntassets.com/v1/images/style/properties/cd1874ab726cad7a6439f3886af1bd35_images.jpg;1;40;Flip Flops;Women;
10094;ADIDAS Women Polka Pink Flip Flops(10094);Flip Flops10094;513;ADIDAS Women Polka Pink Flip Flops;http://assets.myntassets.com/v1/images/style/properties/33924b87c12a1b72deb3c8297cf9a72d_images.jpg;4;40;Flip Flops;Women;
10095;Puma Women Purple Techno Sandals(10095);Sandal10095;1159;Puma Women Purple Techno Sandals;http://assets.myntassets.com/v1/images/style/properties/ab1244dde780b3a3275ff5ace796ecf3_images.jpg;1;45;Sandal;Women;
10096;iPanema Women Blue Flip Flops(10096);Flip Flops10096;367;iPanema Women Blue Flip Flops;http://assets.myntassets.com/v1/images/style/properties/de79d341584312b09b3af7968b5146f4_images.jpg;2;40;Flip Flops;Women;
10097;Rocia Women Casual Black Sandal(10097);Sandal10097;503;Rocia Women Casual Black Sandal;http://assets.myntassets.com/v1/images/style/properties/2e68ca2646690a4bf4ed092bf44cc6df_images.jpg;3;45;Sandal;Women;
10098;Timberland Women Belle Isld Boat Ball Black Floater(10098);Sandal10098;690;Timberland Women Belle Isld Boat Ball Black Floater;http://assets.myntassets.com/v1/images/style/properties/468d414176b2a65b65828a6e55fd14d3_images.jpg;1;45;Sandal;Women;
10099;ADIDAS Women Neo Feather Blue Sandals(10099);Sandal10099;735;ADIDAS Women Neo Feather Blue Sandals;http://assets.myntassets.com/v1/images/style/properties/38b54d2fd34312785fd069bdb6c35f2a_images.jpg;3;45;Sandal;Women;
10100;Crocs Women Crle Plterm Black Floater(10100);Sandal10100;646;Crocs Women Crle Plterm Black Floater;http://assets.myntassets.com/v1/images/style/properties/0167e42283515f3ebd574511b5f6e534_images.jpg;5;45;Sandal;Women;
